	GSM864362	GSM864363	GSM864364	GSM864365	GSM864366	GSM864367	GSM864368	GSM864369	GSM864370	GSM864371	GSM864372	GSM864373	GSM864374	GSM864375	GSM864376
1623035_at	2.243150026	2.335887572	2.299072858	2.451983599	2.603500463	2.519632931	2.899771057	2.858623221	3.376866875	2.749904744	2.996748424	2.503190549	3.117630425	2.446643429	3.009406975
1623036_a_at	9.824156362	10.20547291	10.06889407	9.887399152	9.840502005	9.805803403	9.885270045	9.691638469	9.74369898	9.991793899	10.16665354	10.19102102	9.933294533	9.930419699	9.916360387
1623037_a_at	9.652421082	9.803173355	9.732670732	9.430770154	9.250179681	9.429727225	9.423749478	9.372441653	9.368541647	9.650423729	9.506009012	9.769881032	9.347113259	9.361482081	9.468983271
1623038_at	4.140655338	3.689675062	3.726234444	3.619016001	3.993773945	3.571122886	4.216102174	4.781736739	4.216102174	3.844041215	3.616840461	3.720002024	3.70143025	3.736136864	3.657338826
1623039_at	8.882665135	8.934718951	8.988162899	8.887187745	8.665235838	8.711555837	8.482602233	8.481487786	8.476230034	8.906547378	8.661436933	8.895665285	8.514196829	8.544875331	8.431783673
1623040_at	9.649772378	9.893058289	9.773147203	9.724291745	9.626033215	9.781037467	9.82574891	9.666044892	9.529053969	9.839999262	10.04077312	9.727667266	9.727422782	9.696490278	9.735030668
1623041_at	5.961138954	6.235730571	6.429585959	6.276833069	6.020470048	6.184765194	5.708009798	5.755047355	5.552473971	6.235485339	6.257089073	6.541846089	6.098112165	5.914800512	5.80635418
1623042_at	2.189558852	2.189558852	2.189373116	2.181305564	2.181846699	2.18473817	2.195058448	2.195058448	2.196458727	2.190291806	2.189558852	2.188777327	2.198286439	2.198286439	2.198286439
1623043_s_at	9.562043723	9.753809674	9.810045363	9.6500239	9.536657153	9.651858677	9.518150871	9.489707562	9.554460324	9.886827918	9.930488788	9.961977423	9.687951279	9.713909672	9.683931795
1623044_at	2.174109054	2.174109054	2.174109054	2.191207721	2.191207721	2.191207721	2.192090351	2.180955343	2.180955343	2.17423995	2.174109054	2.174109054	2.179869313	2.179869313	2.179869313
1623045_at	12.75727144	12.60806569	12.62576716	12.65712696	12.45938585	12.73501663	12.47865426	12.38313687	12.43056331	12.71762571	12.82256023	12.9261284	12.63201488	12.63834881	12.66959199
1623046_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623047_at	2.174091872	2.174091872	2.174091872	2.241616598	2.178486554	2.178751217	2.182527854	2.182527854	2.182527854	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623048_a_at	8.969986574	8.99472066	9.042934215	8.974674427	8.815557133	8.937379471	8.861584569	9.03036383	8.999122273	9.207717594	9.197152671	9.076769606	8.772012154	8.949232987	9.114560863
1623049_at	2.201912016	2.201912016	2.201912016	2.304173931	2.293898705	2.300698329	2.182445601	2.182445601	2.182445601	2.201912016	2.201912016	2.201912016	2.199349341	2.199349341	2.199349341
1623050_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623051_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.186641591
1623052_at	2.174216177	2.174216177	2.174216177	2.177759975	2.177759975	2.177759975	2.181432076	2.181432076	2.181432076	2.174216177	2.174216177	2.174216177	2.179869313	2.179869313	2.179869313
1623053_a_at	11.23871352	11.16859503	11.14978763	11.089235	11.0332629	11.21312346	11.13835321	11.18176625	11.15390103	11.1795442	11.15773449	11.1748218	11.10460066	11.14783499	11.22301998
1623054_at	2.174091872	2.174091872	2.174091872	2.23735289	2.23735289	2.23735289	2.211951563	2.211951563	2.211951563	2.174091872	2.174091872	2.174091872	2.180607287	2.180607287	2.180607287
1623055_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181291528	2.181291528	2.181291528	2.174091872	2.174091872	2.174091872	2.181962683	2.179869313	2.179869313
1623056_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623057_at	2.174091872	2.174091872	2.174091872	2.180105415	2.180105415	2.180105415	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623058_at	9.399132189	9.518471986	9.427975707	9.284809059	9.30352586	9.328306487	9.120541412	9.288382554	9.346172473	9.235812034	9.341492303	9.604392412	9.368209533	9.288237978	9.020450383
1623059_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623060_at	10.19744128	9.870135559	10.22371745	9.963917994	10.136805	10.10280289	10.11748869	10.15990324	10.27065272	9.992694552	10.0638316	10.23417378	9.914865459	9.994014053	9.872531667
1623061_at	6.671294949	6.525372033	6.611142809	6.554262105	6.558187615	6.612399309	6.368218515	6.367426613	6.432240742	6.503882551	6.630290262	6.489116738	6.755255071	6.492646905	6.579933661
1623062_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623063_at	7.172723551	7.163559111	7.387716048	7.173650122	7.024038372	7.101736936	7.082616392	6.945019886	7.046679733	7.060431216	7.258066469	7.345357887	7.005190808	7.031959845	7.044628062
1623064_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623065_at	2.44748839	2.899699891	2.716732323	2.207202639	2.207202639	2.207202639	2.243187382	2.243602522	2.244424526	2.457235555	2.404238458	2.44748839	2.824599302	2.808615085	2.813912465
1623066_at	3.10782873	3.10782873	3.10782873	3.044666468	2.86292408	3.165366558	2.658178994	2.665278633	2.542297678	3.100972083	3.108547984	3.378719286	2.780693741	2.701267734	2.773313919
1623067_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623068_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181736382	2.181736382	2.181736382	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623069_s_at	8.395437786	8.551662242	8.578774074	8.249863497	8.026227866	8.35106728	8.283622691	8.17567843	8.204609397	8.159957788	8.341938938	8.529556678	8.256171865	8.380278277	8.213637824
1623070_a_at	3.248711989	3.19634476	3.393814992	2.803972724	2.91165751	2.909687359	2.944468737	2.920476026	2.944313345	3.250883609	3.225336627	3.255337386	2.734245831	2.897216104	2.783355796
1623071_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.17987043
1623072_at	2.447944739	2.446913655	2.447944739	2.183051224	2.183051224	2.183051224	2.181843707	2.181843707	2.181843707	2.447944739	2.447944739	2.446913655	2.221516877	2.221516877	2.221516877
1623073_s_at	13.74265035	13.73101783	13.7910524	13.79935999	13.81491315	13.80781591	13.67104604	13.67992961	13.66211915	13.70053841	13.7422907	13.74994885	13.56770764	13.58644828	13.57135857
1623074_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.181010665	2.181010665	2.181010665	2.174091872	2.174091872	2.174091872	2.180281777	2.17994939	2.17994939
1623075_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623076_at	9.77554386	9.655372751	9.662649325	9.669861567	9.640483048	9.747034266	9.733563315	9.660376351	9.658312605	9.744007205	9.629222868	9.818061505	9.423957907	9.540669582	9.55407448
1623077_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.186577388	2.175648303	2.174091872	2.174091872	2.179869313	2.1800582	2.179869313
1623078_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623079_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623080_at	3.594949751	4.158767019	4.487516165	4.266948725	3.915468929	4.453285165	4.23567362	3.154419073	3.326232935	3.621293366	3.730051343	4.522671564	4.398878486	3.735186265	3.74236835
1623081_at	10.38608343	10.37518356	10.23984977	10.29007733	10.20961667	10.30436444	10.40673563	10.18066419	10.14264676	10.36988763	10.37018531	10.39903234	10.2432003	10.29931374	10.32328697
1623082_s_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623083_at	4.692526935	4.979346722	5.328525577	4.459178114	5.030910943	4.819358028	5.278895117	5.641952168	5.420778293	5.330355547	5.522510334	5.375439716	5.072035347	5.087672073	5.182899915
1623084_at	9.468429629	9.350249562	9.641286639	9.461836189	9.227773762	9.231457381	9.095158185	9.18164427	9.129336566	9.362355057	9.25924076	9.479314753	8.487798716	8.74737001	8.627411394
1623085_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623086_at	8.418787411	8.723841257	8.643253024	8.538798728	8.365339103	8.54377226	8.307364941	8.230577537	8.186030538	8.529247858	8.573370793	8.665658031	8.560619196	8.520279012	8.492971774
1623087_at	6.495490505	6.444040969	6.613448756	5.559032674	5.677434623	5.645044116	5.944604074	6.083940241	6.314807426	6.530545447	6.47880484	6.590771014	6.523471528	6.44861576	6.350938123
1623088_at	6.877523288	6.559752476	6.79471109	6.513652013	6.526981156	6.696104554	6.232557436	6.481303314	6.095488405	6.952532455	6.870043958	7.015706689	6.465249885	6.378977343	6.460759946
1623089_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623090_at	8.206234996	8.185197755	8.121442672	8.064885159	8.055581439	8.079586531	7.933896026	7.945578632	7.98961616	8.246621999	8.45687303	8.349480286	8.227225652	8.249819023	8.298387372
1623091_at	2.1891904	2.185916697	2.185916697	2.979948788	3.496469072	2.346766391	2.200882907	2.200882907	2.200882907	2.186695746	2.193861874	2.185916697	2.182001555	2.182001555	2.182001555
1623092_at	6.316092324	5.721254991	6.608614618	5.518163084	5.678550549	5.640207234	6.329639009	5.478765382	6.263468053	5.949454048	6.170214703	5.828532	4.14525357	4.471292731	4.949003024
1623093_at	2.174091872	2.174091872	2.184517291	2.17985084	2.17985084	2.17985084	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623094_at	2.367352502	2.367352502	2.367352502	2.432435503	2.432435503	2.432435503	2.37037856	2.37115882	2.37193908	2.367352502	2.367352502	2.631498828	2.418774699	2.461076382	2.451299898
1623095_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.184247872	2.184247872	2.184247872	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623096_a_at	3.824980666	3.969641009	3.846464156	2.881288629	2.932973528	2.897123894	3.303370765	3.373921733	3.284455943	3.814689814	3.831180625	3.690550615	3.965171355	3.822996878	3.833530988
1623097_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623098_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623099_at	2.174091872	2.174091872	2.174091872	2.178012975	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623100_at	12.50794029	12.58192673	12.54198095	12.56429641	12.47371706	12.61276091	12.42085759	12.50810235	12.4175615	12.53559022	12.54000752	12.65840063	12.34988727	12.41896967	12.45682577
1623101_at	8.094497445	8.624976499	8.233233509	8.409064152	8.784718249	8.213949591	8.378367302	8.276710971	8.255680149	8.305621704	8.528425796	7.94352255	7.488984045	7.518630094	7.193656365
1623102_at	9.56402358	9.529769423	9.423569119	9.40794071	9.557652418	9.549862642	9.639454556	9.801337775	9.736212601	9.57860605	9.482003144	9.383797357	9.498269516	9.531503445	9.709900554
1623103_at	7.012345325	5.313711082	5.949171619	5.503017894	5.630912707	5.478396838	5.485396861	6.133171295	6.336734174	5.981467317	5.616884393	5.770432456	5.57274151	5.623452423	5.615501409
1623104_at	5.323923175	5.495169019	5.323923175	5.479755813	5.379023212	5.383655555	5.050776191	5.043018432	5.05090557	5.297516338	5.297031594	5.463622182	5.235008998	5.227952212	5.188000693
1623105_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623106_s_at	11.77637757	11.65580831	11.82661218	11.92885713	11.76517752	11.7095744	11.64609405	11.75847438	11.57887029	11.75208315	11.2866338	11.77179021	11.56242243	11.61604532	11.72858171
1623107_at	2.174091872	2.174091872	2.174091872	2.179229026	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.181017078	2.181017078	2.181017078
1623108_at	11.50101894	11.70392206	11.57291173	11.46407449	11.38940815	11.56075854	11.44249246	11.39636025	11.27743297	11.52938015	11.58667161	11.72106389	11.51427038	11.50707458	11.55020971
1623109_at	9.298506428	9.234009898	9.156147036	9.093309442	9.317673141	9.184407348	9.334088943	9.275350981	9.233038524	9.190141201	9.078163631	9.051474397	8.724774079	8.82444315	8.705501586
1623110_s_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.211700414	2.204808865	2.208519963
1623111_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.191843323	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623112_at	7.898465314	7.584094005	7.864822405	7.834612535	7.667336467	7.523582876	7.852732779	7.849440613	7.737690213	7.660560119	7.254992264	7.784663446	7.710112238	7.700923114	7.490592643
1623113_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623114_at	2.178408079	2.178408079	2.178408079	2.177728981	2.177728981	2.177728981	2.199607284	2.187451741	2.187451741	2.178408079	2.178408079	2.178408079	2.191821338	2.191821338	2.191821338
1623115_at	2.174872343	2.174872343	2.174872343	2.177728981	2.177728981	2.177728981	2.181999346	2.181999346	2.185005387	2.174872343	2.175100471	2.174872343	2.180803124	2.187609447	2.180803124
1623116_at	3.481774704	2.444972857	3.562588525	4.599506068	4.727537466	4.416624878	3.628777798	3.787520633	3.605290204	3.436431004	3.360452236	3.407908945	4.072971898	4.055857	4.142072774
1623117_at	4.859544285	4.92647789	4.999144716	5.004473695	4.961769151	4.586712752	5.105583982	5.348780374	5.16180807	5.427908445	5.244163731	4.952985583	4.960555038	4.985095366	5.434520016
1623118_s_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623119_at	5.861478437	5.909884767	5.652848247	5.81232346	5.79976659	5.903739675	5.888755548	5.637128066	5.943889401	5.880151156	5.925390305	5.951348626	5.866937619	5.652550071	5.55631632
1623120_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623121_at	3.362414102	3.80267361	3.711162886	2.915541652	3.040680276	3.222175366	3.687639907	3.78594771	4.009892484	3.340597704	3.444887711	3.853571357	3.708413404	3.720932336	3.708413404
1623122_at	8.637130874	8.653754205	8.661536198	8.575885044	8.662396317	8.768418535	8.848870739	8.888060963	8.74667761	8.668867347	8.808320128	8.870543802	8.379899028	8.660789459	8.647737831
1623123_at	2.174091872	2.174091872	2.174091872	2.177728981	2.177728981	2.177728981	2.180955343	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.179869313
1623124_at	6.872949706	7.025403645	7.213558532	7.025593322	6.900616078	7.176911465	7.167911745	7.004400395	6.876050681	7.331715398	7.269278005	7.152483781	7.041452817	6.796665081	7.044904006
1623125_at	2.510998194	2.510998194	2.510998194	2.489018157	2.438907739	2.438907739	2.304152962	2.304152962	2.304152962	2.510998194	2.510998194	2.517896818	2.83851939	2.838259287	2.955830786
1623126_at	2.174091872	2.174091872	2.174091872	2.177728981	2.211548033	2.177728981	2.181462864	2.180955343	2.180955343	2.174091872	2.174091872	2.174091872	2.179869313	2.179869313	2.201099346
